,algoritmo,h,season,identificador.do.pixel,tempo.de.execu√.√.o..segundos.,slope,acerto_ausencia,erro_detec,erro_n_detec,acerto_pastagem_soja,acerto_soja_sojamilho,acerto_soja_seringa,acerto_floresta_pastagem,"dat_mean[, 6]"
124,bfast_luis_wavelet_java.r,0.145487882653061,harmonic,floresta_TAN_Pixel_3x3_1686_5,0.17070198059082,-0.00064449294944896,1,0,0,0,0,0,0,2000049
125,bfast_luis_wavelet_java.r,0.145487882653061,harmonic,floresta_TAN_Pixel_3x3_17922_5,0.168500661849976,8.45855844569185e-05,1,0,0,0,0,0,0,2000049
126,bfast_luis_wavelet_java.r,0.145487882653061,harmonic,floresta_TAN_Pixel_3x3_19578_5,0.137474536895752,-0.000271428683723623,1,0,0,0,0,0,0,2000049
127,bfast_luis_wavelet_java.r,0.145487882653061,harmonic,floresta_TAN_Pixel_3x3_19613_5,0.144766807556152,-0.000127043861149406,1,0,0,0,0,0,0,2000049
128,bfast_luis_wavelet_java.r,0.145487882653061,harmonic,floresta_TAN_Pixel_3x3_22467_5,0.170328140258789,0.000672177309311021,1,0,0,0,0,0,0,2000049
129,bfast_luis_wavelet_java.r,0.145487882653061,harmonic,floresta_TAN_Pixel_3x3_2271_5,0.173489332199097,-8.27124977184172e-05,1,0,0,0,0,0,0,2000049
130,bfast_luis_wavelet_java.r,0.145487882653061,harmonic,floresta_TAN_Pixel_3x3_23302_5,0.177308797836304,-0.000311883714758002,1,0,0,0,0,0,0,2000049
131,bfast_luis_wavelet_java.r,0.145487882653061,dummy,soja_milho_TAN_Pixel_3x3_9173_5,0.59936785697937,-0.000567441509125765,0,1,2,0,0,0,0,2006241
132,bfast_luis_wavelet_java.r,0.145487882653061,dummy,floresta_TAN_Pixel_3x3_10902_5,0.821876049041748,0.00118151422212747,1,0,0,0,0,0,0,2000049
133,bfast_luis_wavelet_java.r,0.145487882653061,dummy,floresta_TAN_Pixel_3x3_14204_5,0.14219856262207,-0.000376232325403982,1,0,0,0,0,0,0,2000049
134,bfast_luis_wavelet_java.r,0.145487882653061,dummy,floresta_TAN_Pixel_3x3_1686_5,0.156067132949829,-0.00064449294944896,1,0,0,0,0,0,0,2000049
